p,q,m,unknowns,carry_bits
5,5,25,4,2
5,11,55,4,2
11,7,77,6,3
5,17,85,10,6
17,5,85,10,6
19,5,95,7,4
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
13,11,143,10,7
7,23,161,11,7
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
11,19,209,13,8
19,11,209,13,8
17,13,221,12,7
13,17,221,12,7
23,11,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
19,17,323,9,6
17,19,323,9,6
29,13,377,14,9
23,17,391,13,8
13,31,403,13,9
37,13,481,16,10
29,17,493,15,9
17,29,493,15,9
17,31,527,16,11
23,23,529,19,13
41,13,533,18,12
19,31,589,18,12
23,29,667,14,9
29,23,667,14,9
53,13,689,17,11
37,19,703,12,8
31,23,713,17,11
19,41,779,16,10
17,47,799,16,10
29,29,841,19,13
37,23,851,16,10
31,29,899,13,8
29,31,899,13,8
53,17,901,18,11
31,31,961,16,10
29,37,1073,22,15
31,37,1147,19,13
29,41,1189,21,14
41,29,1189,21,14
53,23,1219,19,13
41,31,1271,19,13
31,43,1333,19,12
37,37,1369,19,13
53,29,1537,22,15
31,53,1643,19,13
41,41,1681,23,15
41,43,1763,19,12
31,61,1891,16,10
41,47,1927,20,13
29,67,1943,19,12
67,29,1943,19,12
37,53,1961,22,14
43,47,2021,21,13
41,53,2173,24,16
53,41,2173,24,16
37,59,2183,23,16
37,61,2257,26,18
59,41,2419,22,15
37,67,2479,14,10
53,47,2491,22,15
37,71,2627,19,13
41,67,2747,19,13
67,41,2747,19,13
41,71,2911,19,13
101,29,2929,23,15
41,73,2993,22,15
31,97,3007,20,13
37,83,3071,18,12
83,37,3071,18,12
53,59,3127,22,15
47,67,3149,25,16
53,61,3233,25,17
41,79,3239,23,15
89,37,3293,25,16
59,59,3481,26,18
67,53,3551,23,15
97,37,3589,26,17
61,59,3599,20,13
53,71,3763,23,15
67,59,3953,25,16
59,67,3953,25,16
107,37,3959,22,14
71,59,4189,28,19
83,53,4399,26,18
47,97,4559,26,18
37,127,4699,26,18
89,53,4717,27,18
97,53,5141,27,18
127,41,5207,24,16
67,79,5293,24,16
79,67,5293,24,16
107,53,5671,24,16
41,139,5699,23,16
83,71,5893,26,18
71,83,5893,26,18
103,61,6283,27,19
89,71,6319,26,17
43,149,6407,28,19
127,53,6731,26,18
83,83,6889,29,19
89,83,7387,28,19
67,113,7571,27,18
53,163,8639,29,20
149,59,8791,31,22
113,79,8927,31,22
101,89,8989,33,23
127,79,10033,33,23
151,67,10117,25,18
97,107,10379,31,22
137,79,10823,28,20
79,137,10823,28,20
163,67,10921,30,21
61,193,11773,28,18
67,179,11993,31,22
137,89,12193,29,20
97,127,12319,32,23
127,97,12319,32,23
83,149,12367,33,23
127,109,13843,32,23
157,89,13973,34,23
97,151,14647,31,21
107,137,14659,33,23
113,137,15481,35,24
181,89,16109,33,22
127,137,17399,33,23
211,83,17513,38,27
89,197,17533,37,26
127,149,18923,34,24
197,97,19109,36,25
97,199,19303,33,23
101,197,19897,37,26
149,137,20413,28,20
151,137,20687,32,23
79,281,22199,31,22
109,211,22999,36,26
163,149,24287,32,23
179,137,24523,32,23
157,157,24649,40,28
263,97,25511,36,25
149,173,25777,38,26
149,179,26671,36,25
127,211,26797,37,26
257,109,28013,37,25
179,157,28103,36,25
191,149,28459,35,24
179,173,30967,36,25
223,167,37241,42,30
251,157,39407,39,28
163,251,40913,42,30
223,197,43931,40,29
193,233,44969,39,27
233,199,46367,37,26
263,181,47603,35,25
211,227,47897,43,31
283,173,48959,35,25
149,347,51703,39,27
331,157,51967,39,27
181,293,53033,42,29
307,179,54953,43,30
373,149,55577,43,30
277,211,58447,41,29
191,307,58637,43,30
223,277,61771,41,29
389,163,63407,40,28
257,251,64507,39,27
233,293,68269,44,31
277,251,69527,43,31
359,197,70723,44,32
211,337,71107,44,32
179,409,73211,42,30
223,331,73813,46,33
239,311,74329,47,34
211,367,77437,44,31
197,397,78209,47,34
263,307,80741,36,26
293,281,82333,42,30
317,281,89077,41,29
379,239,90581,46,33
223,443,98789,45,32
251,397,99647,43,31
283,367,103861,45,31
307,347,106529,47,33
433,257,111281,46,32
349,331,115519,44,31
317,367,116339,44,31
337,347,116939,45,32
331,373,123463,45,32
307,409,125563,44,31
389,331,128759,43,30
547,239,130733,45,31
439,307,134773,49,35
293,521,152653,41,30
443,347,153721,49,35
379,409,155011,47,34
353,457,161321,49,35
379,433,164107,48,35
433,389,168437,46,32
613,281,172253,46,33
317,571,181007,44,32
367,503,184601,48,34
251,769,193019,44,31
557,347,193279,43,31
401,487,195287,45,32
509,397,202073,50,36
313,653,204389,50,35
307,673,206611,48,34
541,383,207203,47,33
541,401,216941,50,35
467,479,223693,50,36
491,461,226351,46,33
673,347,233531,48,34
433,541,234253,51,36
433,571,247243,49,35
311,827,257197,49,34
499,521,259979,48,34
587,449,263563,52,38
541,499,269959,52,38
487,557,271259,51,37
521,521,271441,36,28
659,419,276121,54,39
809,353,285577,55,40
307,967,296869,53,38
521,617,321457,45,33
659,491,323569,53,38
617,541,333797,49,35
547,613,335311,48,35
397,853,338641,52,37
587,617,362179,48,35
499,727,362773,54,39
653,563,367639,48,35
797,467,372199,48,34
449,839,376711,49,35
773,521,402733,54,38
877,461,404297,54,39
449,907,407243,51,37
541,797,431177,56,40
761,593,451273,55,39
577,809,466793,55,39
379,1277,483983,52,37
929,521,484009,54,38
