p,q,m,unknowns,carry_bits
709,2539,1800151,60,43
1259,1499,1887241,64,46
1511,1277,1929547,60,43
1861,1151,2142011,63,46
1579,1361,2149019,64,47
1721,1277,2197717,65,47
1301,1777,2311877,65,47
1511,1747,2639717,65,47
1523,1823,2776429,65,47
1787,1559,2785933,66,48
1907,1511,2881477,63,45
2017,1459,2942803,64,47
1973,1597,3150881,66,48
1453,2251,3270703,64,46
2357,1409,3321013,65,46
2017,1669,3366373,64,46
1777,2029,3605533,65,47
2309,1601,3696709,67,48
1151,3217,3702767,64,46
2153,1747,3761291,65,47
2339,2063,4825357,61,45
1789,2729,4882181,69,50
3359,1459,4900781,68,49
2467,1993,4916731,66,48
2339,2129,4979731,59,44
1999,2609,5215391,67,49
1787,2953,5277011,68,50
3011,1759,5296349,70,51
2003,2677,5362031,67,49
1811,3023,5474653,67,48
2741,2069,5671129,67,49
2609,2293,5982437,65,47
2521,2437,6143677,65,47
2503,2467,6174901,65,47
3907,1787,6981809,69,50
2671,2671,7134241,70,50
3119,2939,9166741,74,54
1847,5011,9255317,73,53
3323,2843,9447289,74,54
3067,3163,9700921,73,53
3137,3203,10047811,72,53
2459,4091,10059769,74,54
4481,2473,11081513,70,51
2609,4327,11289143,67,49
2333,4861,11340713,70,51
5981,1913,11441653,70,50
3347,3491,11684377,75,55
3187,3719,11852453,70,50
3821,3137,11986477,70,50
2459,4903,12056477,70,51
2357,5297,12485029,69,50
5557,2399,13331243,71,51
3191,4409,14069119,72,52
4783,2953,14124199,72,52
6427,2347,15084169,76,55
4421,3677,16256017,75,54
2903,5623,16323569,74,53
3907,4373,17085311,75,55
5477,3313,18145301,78,57
5261,3623,19060603,75,55
4673,4283,20014459,67,50
4481,4547,20375107,68,51
4651,4583,21315533,74,54
3041,7283,22147603,76,56
5669,4001,22681669,75,54
2801,8419,23581619,71,52
5407,4591,24823537,75,55
6529,3847,25117063,73,53
4507,5701,25694407,77,56
5981,4357,26059217,81,59
7109,4139,29424151,77,56
7499,3989,29913511,71,51
6653,5417,36039301,83,61
7949,4583,36430267,80,59
9281,4327,40158887,72,54
7229,5923,42817367,80,59
5521,7793,43025153,81,59
4591,9473,43490543,76,56
7393,5953,44010529,80,58
6197,7621,47227337,81,59
9091,5347,48609577,78,57
6637,7331,48655847,80,59
5923,8363,49534049,79,58
4751,10433,49567183,77,57
5711,8819,50365309,84,61
7057,7283,51396131,78,57
5669,9067,51400823,81,59
7901,6803,53750503,79,58
9533,6529,62240957,81,58
9337,7283,68001371,85,63
8081,8461,68373341,88,65
8461,8363,70759343,66,51
8009,9817,78624353,85,62
11329,8329,94359241,85,63
15797,6007,94892579,80,58
6451,15161,97803611,85,63
14519,7393,107338967,84,62
8287,13241,109728167,85,62
8681,13033,113139473,89,65
8563,13693,117253159,86,63
10559,11117,117384403,87,64
12401,9511,117945911,86,63
16787,7057,118465859,87,64
13591,9199,125023609,88,64
10883,11681,127124323,86,63
8387,15217,127624979,87,64
12829,10061,129072569,88,64
8933,14683,131163239,85,62
14401,9127,131437927,85,62
12739,10657,135759523,90,67
11777,11617,136813409,92,68
15817,9491,150119147,89,66
8941,17317,154831297,86,65
8563,19777,169350451,86,64
19073,10343,197272039,88,66
13217,16273,215080241,90,66
9011,24103,217192133,93,68
10007,22247,222625729,94,69
15013,15193,228092509,92,68
17657,13217,233372569,93,68
12163,19373,235633799,92,68
11321,21001,237752321,94,69
16301,14591,237847891,90,67
22189,10831,240329059,92,68
13757,18397,253087529,94,69
16529,15461,255554869,93,68
18251,15467,282288217,98,73
11239,25799,289954961,98,73
16127,18119,292205113,96,71
14173,25219,357428887,95,71
10687,33479,357790073,93,69
19069,18899,360385031,93,70
13613,26953,366911189,93,68
16879,23557,397618603,92,69
12113,33961,411369593,101,75
18013,23189,417703457,101,75
22727,20347,462426269,99,73
37217,14281,531495977,98,72
18181,29251,531812431,96,71
22303,24223,540245569,102,76
32027,16963,543274001,103,77
27329,19927,544584983,100,75
24439,22769,556451591,100,75
34267,16273,557626891,100,75
25639,21911,561776129,104,78
33037,17971,593707927,89,69
14699,41039,603232261,102,76
26083,23251,606455833,105,79
35149,18013,633138937,95,72
24793,25951,643403143,102,77
28081,23917,671613277,104,78
29753,22739,676553467,100,75
27773,30467,846159991,100,75
27329,33247,908607263,102,76
44071,23813,1049462723,102,76
25601,43541,1114693141,107,80
56039,20323,1138880597,107,80
20219,61417,1241790323,103,77
34297,37691,1292688227,96,73
33083,39133,1294637039,96,73
37907,34211,1296836377,101,77
45233,29851,1350250283,106,80
52223,29717,1551910891,106,80
37483,44027,1650264041,110,82
54907,30553,1677573571,104,78
33391,50989,1702573699,106,79
35771,47599,1702663829,108,80
57269,30113,1724541397,108,81
47491,40739,1934735849,110,82
72421,26891,1947473111,107,80
61409,32159,1974852031,104,78
40519,49871,2020723049,111,83
48271,44351,2140867121,109,81
33703,73961,2492707583,101,77
69623,37223,2591576929,104,79
35831,72493,2597496683,102,78
67751,39877,2701706627,109,83
36739,73727,2708656253,108,81
61519,47339,2912247941,111,83
64693,47143,3049822099,107,80
33113,92413,3060071669,109,82
45869,69337,3180418853,108,81
52919,60589,3206309291,107,80
74561,44587,3324451307,112,84
88037,38501,3389512537,115,86
100927,34913,3523664351,113,85
63929,56701,3624838229,113,85
63311,57809,3659945599,110,83
47969,78341,3757939429,112,83
37003,102241,3783223723,112,84
90263,43117,3891869771,112,84
79757,53267,4248416119,111,83
68171,68213,4650148423,103,80
92333,50527,4665309491,114,86
45767,111509,5103432403,115,87
79757,64849,5172161693,119,90
65053,85691,5574456623,112,84
67103,91631,6148714993,114,86
113683,57251,6508465433,120,91
64997,103549,6730374353,119,90
61837,117239,7249708043,116,88
114913,69833,8024719529,120,90
59333,138883,8240345039,118,89
76991,118127,9094715857,123,93
100981,90499,9138679519,121,92
63809,144349,9210765341,124,94
90947,101863,9264134261,121,91
80513,122887,9894001031,120,91
182687,54193,9900356591,120,91
57241,190699,10915801459,120,91
74687,146563,10946350781,119,90
151477,74471,11280643667,117,89
105331,122453,12898096943,120,91
118619,109819,13026619961,122,92
76367,172423,13167427241,124,93
96001,138461,13292394461,124,93
114407,116491,13327385837,122,92
106993,126199,13502409607,122,93
171233,79187,13559427571,121,91
130631,105107,13730232517,121,91
122503,117223,14360169169,123,93
115561,128327,14829596447,120,91
185267,80489,14911955563,121,91
120473,128257,15451505561,120,90
79757,205537,16393014509,125,94
178531,93281,16653550211,123,93
96821,192047,18594182587,124,94
120331,155119,18665624389,128,97
256799,78691,20207770109,125,94
171851,122887,21118253837,127,96
204667,107099,21919631033,129,98
178973,131743,23578439939,123,94
271811,87293,23727197623,123,94
116009,212851,24692631659,122,92
177943,147997,26335030171,128,97
212801,129527,27563475127,124,94
188711,151397,28570279267,126,95
200657,148793,29856357001,129,97
264949,119297,31607620853,128,96
119129,287597,34261143013,129,97
203807,176419,35955427133,132,100
175687,207541,36462255667,129,98
123239,312331,38491360109,132,100
167381,237257,39712313917,132,100
191227,211129,40373565283,129,98
207287,202001,41872181287,130,99
173053,252817,43750740301,132,100
246683,202327,49910631341,132,100
232987,251171,58519577777,134,102
156493,405917,63523169081,135,102
313571,203141,63699126511,132,100
241207,317003,76463342621,137,104
276817,303361,83975481937,132,102
276401,321817,88950540617,137,105
308989,292231,90296164459,132,101
475207,193703,92049021521,139,106
345221,319313,110233553173,139,105
272917,419291,114431641847,138,105
376657,351763,132493996291,138,105
283447,471451,133631371597,140,106
400823,354001,141891742823,140,107
395509,410587,162390853783,140,107
426007,433501,184674460507,141,108
