p,q,m,unknowns,carry_bits
184703,120641,22282754623,122,92
83101,271409,22554359309,125,95
258277,100379,25925586983,124,94
178469,148199,26448927331,127,96
141179,187573,26481368567,127,96
168481,157999,26619829519,127,96
170473,158849,27079465577,129,97
248861,117413,29219516593,128,97
265249,119027,31571792723,126,95
263927,123593,32619529711,128,97
226691,188291,42683875081,133,101
160681,267187,42931874347,123,95
209257,211867,44334652819,127,96
248987,182747,45501627289,134,102
168281,272131,45794476811,128,98
227177,202219,45939505763,130,99
266663,184607,49227856441,130,99
147311,347801,51234913111,127,97
194239,301123,58489830397,133,100
273857,247847,67874635879,131,99
184181,398539,73403311559,136,104
299363,253601,75918756163,135,103
177091,431533,76420610503,134,102
515293,154211,79463848823,134,102
239081,360817,86264489177,139,106
426161,204233,87036139513,137,104
207941,465151,96723964091,131,99
524789,200341,105136753049,141,107
304979,354619,108151348001,138,104
306991,380503,116810996473,138,104
372539,316817,118026688363,135,102
275521,459467,126592807307,137,104
351959,360541,126895649819,136,103
338731,404381,136976380511,137,104
253381,646519,163815630739,142,109
465523,363313,169130557699,141,108
548827,351829,193093254583,136,104
465187,420221,195481346327,138,105
458987,437363,200743931281,145,111
505633,398491,201490199803,140,107
351341,616669,216661103129,145,110
294751,735649,216833278399,141,107
401173,561161,225122641853,145,110
538397,472139,254198221183,141,107
362801,798409,289663583609,148,113
782149,391031,305844505619,145,111
455461,684217,311634159037,147,112
835633,391009,326740023697,149,114
482263,732997,353497332211,141,107
698053,585283,408558553999,143,110
709729,622241,441622482689,151,115
565049,1030571,582323112979,151,116
789709,750917,593005913153,155,119
479357,1279583,613377068131,150,115
1119473,577721,646743061033,144,111
510773,1284917,656300910841,153,117
992867,677791,672956316797,150,114
1044343,664843,694324133149,152,116
962861,731651,704478213511,148,113
939551,781771,734513724821,153,117
1313329,592357,777959626453,150,115
984877,822713,810271111301,150,114
1403651,635471,891979504621,153,116
1084927,825329,895421715983,152,116
1108267,844439,935863877213,154,117
1187819,958361,1138359404659,155,119
1287109,928111,1194580021099,156,120
1313083,959597,1260030507551,155,119
1761901,735617,1296084327917,156,119
790957,1672747,1323070948879,157,121
1227769,1163093,1428009529517,153,117
1690901,851813,1440331453513,155,118
1600603,961937,1539679248011,155,119
1196059,1310527,1567467613093,154,118
1014833,1674947,1699791488851,156,120
1299709,1494557,1942489183913,160,122
1579867,1413439,2233045632613,162,124
1525561,1514027,2309740544147,161,124
2259329,1067009,2410724376961,151,118
1738273,1593491,2769922381043,159,122
1613279,1788067,2884650941693,158,120
2258741,1297963,2931762244583,158,122
2519873,1279249,3223545015377,162,125
1941707,1846063,3584513449541,163,125
2371879,1515347,3594219727013,164,125
1893967,2127269,4028977286123,162,124
2352971,1891619,4450924650049,168,129
2403659,1867553,4488960576427,166,128
2307593,2253221,5199517007053,159,123
1829683,2917511,5338120279013,166,127
2118419,2715113,5751746966347,163,126
2982097,1965167,5860318615199,165,127
3560159,1912763,6809740409317,166,127
1874143,3679139,6895232602877,166,127
2438281,2892781,7053412949461,169,129
2830489,2908519,8232531035791,167,128
2792687,3046903,8509046398361,171,131
1703159,5671681,9659774540279,169,130
2226613,4541671,10112543690323,164,128
3464579,3742961,12967784078419,168,129
3558259,3785993,13471543666187,170,131
3572321,3948071,14103776942791,169,130
3357841,4753087,15960110405167,171,131
4239229,3798517,16102783423393,173,132
4569377,4084819,18665077987763,173,133
3014093,6232753,18786097188029,177,136
5439163,3534989,19227381374207,175,135
5008513,3905753,19562014675289,178,137
4815581,4765529,22948790907349,174,134
4980671,4961897,24713576492887,173,134
5524489,4495573,24835743587197,173,133
6384269,4289149,27383080997081,180,138
5765623,5095939,29381263104997,179,137
7943279,4243181,33704770530499,178,137
7104059,5223037,37104763007183,179,138
6559261,5829559,38237598995899,179,138
7830847,5029457,39384908260079,179,138
8596943,5007209,43046690362087,171,133
6526123,6654071,43425285796733,180,138
7975619,5894167,47009630314373,183,141
6259907,7533511,47159078243477,184,142
6945077,6964211,48366981639247,179,138
4725089,10706389,50588640893621,179,138
12141403,4434371,53839485362513,186,143
12074567,4848199,58539903654833,184,141
12090853,5259721,63594513432013,184,141
9848093,6520939,64218813719327,183,141
5293081,12363991,65443605846271,180,138
9357409,7688957,71948715432413,187,144
13937387,5386151,75068870927437,188,145
7303423,12422119,90723989613337,187,144
5954371,15638449,93117127210579,186,144
9866999,10110761,99762868676239,183,142
10757953,9708493,104443511394829,184,142
12051629,8861807,106799210233603,188,145
6048109,18597487,112479628502083,187,144
11329621,10084471,114253234415491,187,144
11231371,10324939,115963220461369,191,147
13382167,10548073,141156074414191,191,148
18616061,8044259,149752416243799,191,148
9996419,15338341,153328483400879,190,147
14197607,12211127,173368782173089,191,147
14339917,12441419,178408915822223,192,149
15360671,11839547,181863386256037,189,145
14407259,13146361,189403027834499,189,146
17159141,11137067,191102502979447,188,146
10029203,19150903,192068293820309,190,147
8678599,22993427,199550732568773,190,147
19618451,10990963,215625669058313,195,150
17791559,12696517,225890831300003,190,146
17043181,13590019,231617153610439,193,149
12407203,18848737,233860106252611,192,148
20212453,11896193,240451241891429,192,147
23111183,10727099,247915948048117,193,148
13843451,22804813,315697311329663,195,151
15859367,21427501,339826602251867,195,151
20102821,18276337,367405931246677,194,150
19040453,19360391,368630614897123,192,149
27151829,13959581,379028156223649,194,149
18437723,21374957,394105536302911,192,149
20951521,18839273,394711423884233,195,151
18499363,25301777,468066757268051,197,152
23305339,21019903,489875965162117,199,153
31867751,16126879,513927364379129,199,154
30855863,19165271,591360976333873,203,157
17023327,34769837,591898304987699,182,144
20629309,29323607,604925749797563,200,155
21727609,33201563,721390579052867,198,153
20099903,39170281,787318848582743,198,154
33983479,23623027,802792641970933,200,155
25226203,32046541,808412548713823,198,153
50883353,16002163,814243708692539,201,156
28205509,32594951,919357183785059,199,154
35620531,26738521,952440316174651,202,156
17948053,55763249,1000841748504197,204,157
33747449,30599839,1032666506060711,202,156
48052721,22628917,1087381035133157,204,157
26631967,44733907,1191351935005069,207,160
33165851,39465253,1308898700675303,204,158
58549847,23086303,1351699508445641,209,162
41642729,34050559,1417958200735511,202,157
35732603,41533649,1484105390858347,202,157
55043819,37956673,2089280238454187,207,160
33086243,65838623,2178352679363389,204,157
88168747,25944673,2287509309734731,211,164
46026767,68231879,3140492796705193,210,163
67148749,47851343,3213157820419907,209,163
52516643,69009877,3624167073882911,213,165
45480619,84031361,3821798313692459,211,163
51346829,80166143,4116277236210547,210,162
64782803,73683193,4773403776529979,213,165
