p,q,m,unknowns,carry_bits
4159,3359,13970081,75,54
2803,5021,14073863,73,53
4481,3163,14173403,72,52
2237,6619,14806703,72,52
2927,5261,15398947,71,51
3181,4877,15513737,75,54
2621,6151,16121771,72,52
4621,3527,16298267,72,52
3433,4993,17140969,78,57
2687,6607,17753009,77,56
6481,3251,21069731,75,55
3461,6247,21620867,73,53
3449,6599,22759951,73,53
3709,6521,24186389,78,57
4349,5827,25341623,77,56
6991,3793,26516863,75,55
2633,10151,26727583,76,55
4783,5623,26894809,80,58
3719,7723,28721837,77,56
6211,4721,29322131,77,56
9679,3089,29898431,76,55
6491,4751,30838741,79,57
5381,6043,32517383,77,56
5981,5569,33308189,78,56
5347,6379,34108513,82,60
5051,7369,37220819,79,58
5441,7307,39757387,80,59
6823,5939,40521797,82,60
6571,6211,40812481,83,61
6521,6299,41075779,80,59
4703,9013,42388139,77,57
6733,6569,44229077,83,61
9151,4909,44922259,76,56
7369,6131,45179339,78,57
7349,6469,47540681,81,59
4003,12301,49240903,80,59
9311,5737,53417207,80,58
8641,6379,55120939,81,59
6427,8753,56255531,81,59
6521,9277,60495317,84,61
6073,10427,63323171,80,58
7853,8641,67857773,86,63
6197,11329,70205813,86,63
9157,7993,73191901,87,64
6547,11239,73581733,86,63
9613,7879,75740827,84,62
8101,9851,79802951,84,62
9127,8933,81531491,76,57
6323,14033,88730659,84,62
7027,12917,90767759,83,61
9601,9511,91315111,80,59
16361,5689,93077729,88,65
10163,9187,93367481,85,63
9883,9461,93503063,82,61
7151,13963,99849413,84,61
8191,12197,99905627,81,59
12373,8537,105628301,88,64
16649,6899,114861451,86,63
12473,9587,119578651,88,65
13421,9277,124506617,87,63
11887,10513,124968031,85,62
16141,7993,129015013,82,59
8209,15787,129595483,86,63
10567,12343,130428481,90,66
7459,17903,133538477,87,63
16253,8231,133778443,86,63
18119,7603,137758757,92,68
9007,15461,139257227,89,66
8741,15971,139602511,90,67
9157,15727,144012139,88,65
14173,10301,145996073,92,68
15601,9461,147601061,90,66
9901,15121,149713021,89,65
13513,11279,152413127,91,68
8699,19163,166698937,83,62
11579,14489,167768131,88,65
17317,9817,170000989,91,68
19157,8971,171857447,86,64
12301,14149,174046849,90,66
16931,10883,184260073,88,65
16729,11239,188017231,88,66
15461,12269,189691009,89,65
17837,12097,215774189,92,67
10853,21487,233198411,91,67
18013,13859,249642167,90,66
20593,12689,261304577,94,69
20663,13147,271656461,98,73
31063,8819,273944597,97,72
23011,12143,279422573,95,70
15971,17669,282191599,93,69
24469,12007,293799283,94,70
15013,20341,305379433,96,71
14009,22003,308240027,95,71
17747,18077,320812519,85,64
20887,15671,327320177,97,72
21767,15287,332752129,98,73
23269,14621,340216049,98,73
13367,27397,366215699,94,70
25841,14713,380198633,94,69
19841,19889,394617649,96,72
19463,20287,394845881,95,71
14221,28859,410403839,96,72
20101,23311,468574411,98,73
21313,23269,495932197,96,70
15359,32687,502039633,95,70
26293,19913,523572509,98,72
22739,23663,538072957,101,75
22441,24029,539234789,102,76
20101,26891,540535991,100,75
25913,21059,545701867,99,74
25951,21107,547747757,101,75
28387,19457,552325859,98,73
34259,16339,559757801,101,75
19031,30931,588647861,101,75
41039,14929,612671231,100,75
25537,24151,616744087,101,76
17033,37357,636301781,94,71
32971,23053,760080463,98,74
35869,23143,830116267,102,76
23539,35317,831326863,103,77
25073,36299,910124827,102,76
23357,39397,920195729,105,78
31223,31531,984492413,102,76
32027,31847,1019963869,103,77
33703,31847,1073339441,104,77
39293,27329,1073838397,107,80
31643,36131,1143293233,108,81
38707,29917,1157997319,106,80
29717,39439,1172008763,106,80
41579,28277,1175729383,103,77
39133,33247,1301054851,98,75
40609,32647,1325762023,104,78
43117,33863,1460070971,103,78
38047,38933,1481283851,102,77
30253,49477,1496827681,108,81
43397,35201,1527617797,104,78
24943,63997,1596277171,102,76
35671,45631,1627703401,111,83
43943,41221,1811374403,109,82
41299,49919,2061604781,109,81
72341,29383,2125595603,108,81
34841,67003,2334451523,99,77
51437,48647,2502255739,110,83
45613,56773,2589586849,112,84
45233,61813,2795987429,110,82
32561,90353,2941984033,109,81
53591,55313,2964278983,111,84
53231,59063,3143982553,114,86
57649,56377,3250077673,112,84
66529,51307,3413403403,112,84
78301,43753,3425903653,113,84
68879,50459,3475565461,115,86
55201,70423,3887420023,111,83
75773,72923,5525594479,113,86
76631,72901,5586476531,111,84
86743,64601,5603684543,112,84
