p,q,m,unknowns,carry_bits
3313,4001,13255313,75,55
6029,2371,14294759,71,51
4111,3491,14351501,74,53
3557,4397,15640129,75,54
4111,4073,16744103,71,51
5693,2953,16811429,77,56
4201,4457,18723857,65,49
8081,2447,19774207,74,54
2953,7151,21116903,75,55
4721,4519,21334199,72,53
3943,5779,22786597,74,53
4999,4663,23310337,75,55
3019,8053,24312007,76,56
3847,6449,24809303,73,53
8147,3203,26094841,77,56
5557,5009,27835013,79,57
5749,4877,28037873,79,57
3719,8369,31124311,76,55
5737,5431,31157647,77,56
6637,5939,39417143,78,57
5279,8941,47199539,75,55
5309,9103,48327827,77,57
6553,7411,48564283,80,59
5281,10091,53290571,81,59
7867,8641,67978747,85,63
10303,6779,69844037,85,62
9103,8431,76747393,80,60
6247,12373,77294131,84,62
9059,8731,79094129,79,59
7027,13523,95026121,84,61
7699,12373,95259727,83,61
11933,8369,99867277,83,61
10133,10133,102677689,89,65
14143,7393,104559199,83,61
13093,8363,109496759,86,63
10243,11423,117005789,87,63
18553,6389,118535117,88,64
17851,7121,127116971,86,63
7451,17203,128179553,88,64
9781,13337,130449197,86,62
13807,12227,168818189,91,67
9967,16963,169070221,89,66
17579,10223,179710117,90,67
7451,24169,180083219,89,66
15187,12197,185235839,88,65
18701,10061,188150761,88,65
14533,13781,200279273,90,66
18169,12157,220880533,94,69
17341,13399,232352059,91,67
12107,19919,241159333,93,68
17183,14519,249479977,94,69
14173,18287,259181651,93,69
19777,14327,283345079,93,69
17417,18451,321361067,85,64
15217,22129,336736993,97,72
26801,13033,349297433,94,69
15461,24317,375965137,99,74
29863,13751,410646113,96,71
12409,33149,411345941,101,75
13613,30323,412786999,94,70
20857,20029,417744853,100,74
13751,30643,421371893,95,70
37619,13367,502853173,99,73
24121,20849,502898729,100,74
16087,31769,511067903,96,72
22727,28097,638560519,101,76
17477,37097,648344269,94,71
25469,26539,675921791,99,74
25073,27427,687677171,99,74
30577,24379,745436683,100,75
23357,37781,882450817,107,80
21211,42131,893640641,106,79
34511,28661,989119771,102,76
38933,32633,1270500589,107,80
54829,23399,1282943771,107,81
53653,24967,1339554451,104,78
34123,39293,1340795039,98,75
30137,45569,1373312953,108,81
48371,29221,1413448991,106,80
26981,55987,1510585247,103,77
44417,35201,1563522817,106,80
42023,37547,1577837581,105,79
38629,40927,1580969083,102,77
32869,49451,1625404919,107,80
68777,23669,1627882813,110,82
50627,33911,1716812197,108,80
31121,57973,1804177733,107,80
52879,34159,1806293761,110,82
43151,43177,1863130727,105,78
44909,45119,2026249171,108,81
59699,37511,2239369189,111,83
45779,51913,2376525227,110,83
58943,40343,2377937449,111,83
49919,48017,2396960623,108,81
66697,40277,2686355069,109,82
38183,71287,2721951521,110,83
63059,45841,2890687619,108,81
55313,55673,3079440649,111,83
51217,69427,3555842659,111,83
56767,66617,3781647239,113,85
88069,46619,4105688711,112,84
57637,76283,4396723271,116,88
44617,101561,4531347137,117,88
95701,48847,4674706747,115,87
99809,49081,4898725529,118,89
71593,72883,5217912619,108,83
49823,109481,5454671863,115,87
109303,55373,6052435019,113,85
52571,130199,6844691629,116,87
77017,89653,6904805101,118,88
75931,92551,7027489981,119,89
80489,91753,7385107217,120,90
81457,92681,7549516217,119,89
59107,142049,8396090243,117,88
59887,141481,8472872647,118,89
98207,102181,10034889467,119,90
86573,131413,11376817649,120,91
129209,92551,11958422159,122,93
96667,125497,12131418499,119,90
125287,100237,12558393019,120,91
126823,113657,14414321711,118,89
100411,147727,14833415797,123,92
107021,154211,16503815431,123,93
110431,163109,18012289979,124,94
184417,102217,18850552489,127,96
133541,150707,20125563487,117,90
235723,87509,20627884007,126,96
150401,139493,20979886693,120,92
95143,221567,21080549081,128,97
160877,157793,25385264461,126,96
141959,194671,27635300489,130,98
146833,190181,27924846773,129,97
137633,204047,28083600751,126,95
114407,272449,31170072743,125,94
214087,149689,32046468943,128,97
139333,258917,36075682361,132,100
129097,284191,36688205527,130,99
202967,192091,38988133997,131,99
232207,176629,41014490203,130,99
230849,185401,42799635449,132,100
178469,241079,43025128051,130,99
196379,233353,45825628787,130,99
187751,277483,52097710733,134,101
263089,201281,52954817009,136,103
176041,313949,55267895909,134,101
180533,307079,55437893107,131,99
228097,271003,61814971291,133,101
261917,240571,63009634607,129,98
156799,427579,67043959621,135,102
343727,207541,71337445307,135,103
191467,391159,74894040253,137,104
252881,307691,77809207771,136,104
218047,371213,80941881011,134,102
171917,485941,83541518897,138,105
510073,165311,84320677703,135,103
236399,389141,91992543259,135,103
293599,334487,98205048713,136,104
318841,314761,100358712001,137,105
524219,219187,114901989953,138,105
325691,369703,120408939773,139,105
230929,548843,126743765147,137,104
258887,494803,128098064261,133,100
365467,361001,131933952467,137,104
696989,195043,135942825527,136,103
448969,326437,146560093453,143,109
272131,581639,158282002709,135,104
264527,654371,173098797517,140,107
478861,368189,176311352729,141,107
827293,240041,198584239013,143,109
513871,392759,201827460089,144,110
529927,433207,229568085889,146,111
489941,469583,230067964603,140,107
542119,441751,239481610369,146,111
405947,608633,247072740451,141,107
416531,673921,280708988051,146,112
612589,511873,313567769197,147,112
628207,518047,325440751729,147,112
652039,515857,336358882423,144,110
563987,610271,344184910477,145,111
739751,541951,400908794201,145,111
689693,627293,432639591049,150,114
1087589,408311,444074552179,147,112
485609,923387,448405037683,145,111
765043,614041,469767768763,147,112
569053,876971,499042978463,148,113
522541,960217,501752751397,148,113
420521,1228741,516711394061,150,114
703117,892357,627431376769,155,119
485041,1299791,630451926431,150,115
841931,827213,696456268303,151,116
792227,949451,752180717377,152,116
1131937,721843,817080799891,147,113
993103,823993,818309920279,148,113
975629,842339,821810356231,149,114
1131323,749423,847839476629,155,118
1217933,716563,872725724279,150,114
1061617,840979,892797603043,151,115
910003,995611,906008996833,154,118
639631,1434067,917273709277,155,118
800113,1354063,1083403409119,151,115
1102583,1009837,1113429108971,155,119
1208507,947753,1145366134771,154,118
1420201,832063,1181696704663,157,121
1541581,833099,1284289589519,155,119
1422763,922037,1311840128231,156,120
1429609,920869,1316482610221,157,120
1424351,1043701,1486596563051,153,117
1242181,1229561,1527337312541,156,120
914609,1703203,1557764792627,152,116
1069267,1581623,1691177280341,161,123
984383,1961131,1930504017173,157,120
1364717,1429201,1950454901117,159,121
1793983,1332017,2389615853711,161,124
1508687,1586737,2393889484319,162,125
1037123,2326717,2413091715191,159,122
1719583,1463447,2516518582601,163,125
982867,2649473,2604079579091,160,123
1747763,1618139,2828123473057,160,122
1928041,1584767,3055495751447,161,124
2585111,1208941,3125246677451,158,122
1394977,2384257,3325983677089,164,125
2260759,1504379,3401038363661,164,125
1791089,1918463,3436137976207,161,124
1663813,2100493,3494827559809,166,127
2078093,1724263,3583178870459,161,124
2698933,1493599,4031123629867,162,124
2589359,1729499,4478293801141,167,128
2528353,1795961,4540823382233,169,130
2879801,1702319,4902339958519,163,125
3034379,1623553,4926475128587,166,128
1521853,3380401,5144473403053,165,126
1255949,4101623,5151429305227,165,127
2963371,1917397,5681958665287,162,124
2527193,2602573,6577204267589,166,128
3947473,1767697,6977936179681,169,130
2074949,3533063,7330925538787,164,126
4705537,1724999,8117046619463,167,128
2422873,3376249,8180222543377,170,130
2679949,3461089,9275542004461,171,131
3253463,2853167,9282673267321,172,132
2977619,3125051,9305211233569,172,132
1706687,5713891,9751823489117,171,131
3117071,3452431,10761472549601,172,132
2683147,4087397,10967086998359,171,132
3139907,3822661,12002800032527,167,128
2148527,5745251,12343826895277,169,130
3557527,3577997,12728820933419,170,131
4004779,3227137,12923970487723,168,129
3097687,4440721,13755963712327,173,133
4271923,3715589,15872710107647,172,132
5888093,3089587,18191775587591,174,134
7048967,2802847,19757176009049,178,137
6169259,3383741,20875174617919,175,135
4479989,4839409,21680499086501,168,130
5205461,4210361,21916869981421,168,130
4485629,5102429,22887603492841,175,135
4910537,5304031,26045640474647,174,135
5547877,4865123,26991103993871,179,138
6070651,4460279,27076797171629,180,138
6019367,4769903,28711796711401,180,138
3747539,7681969,28788478424291,175,135
6584293,4651249,30625186231957,178,136
3317551,9528847,31612435893697,182,140
4831441,6941801,33538901965241,180,138
6414703,5459357,35020153725971,178,137
6589567,6251629,41195528154643,180,139
6042493,7431367,44903983077931,179,138
6458059,6988999,45135367892941,181,139
7306423,6317503,46158349221769,180,138
4729033,10053649,47544037891417,180,139
8985989,5586853,50203399602617,181,140
6300709,8217793,51777922315237,178,136
9757613,5879647,57371320002611,182,140
9051827,7305871,66131480376317,183,140
7336387,10550269,77400856338103,183,141
8313509,11604493,96474056995937,184,141
7826327,12479759,97670674815193,188,145
12599803,8427247,106181652032341,191,147
9369821,12935203,121200536708663,186,143
12364997,9875587,122111603628239,186,143
11102323,13546991,150403069760093,192,148
12034777,12916121,155442635940017,192,148
