p,q,m,unknowns,carry_bits
67,113,7571,27,18
113,67,7571,27,18
71,107,7597,28,18
107,71,7597,28,18
97,79,7663,26,17
71,109,7739,27,18
127,61,7747,23,15
89,89,7921,29,19
79,101,7979,27,18
131,61,7991,27,18
73,113,8249,33,23
79,107,8453,33,23
107,79,8453,33,23
67,131,8777,21,16
59,149,8791,31,22
71,127,9017,33,23
61,149,9089,33,23
67,137,9179,18,14
73,127,9271,30,21
97,97,9409,34,24
179,53,9487,31,22
59,163,9617,33,23
89,109,9701,31,21
97,101,9797,34,24
149,67,9983,22,16
79,127,10033,33,23
113,89,10057,34,24
107,97,10379,31,22
101,103,10403,27,18
127,83,10541,30,20
83,127,10541,30,20
61,173,10553,31,21
71,149,10579,28,20
149,71,10579,28,20
107,101,10807,28,19
131,83,10873,30,21
67,167,11189,28,19
127,89,11303,28,19
163,71,11573,28,19
173,67,11591,28,20
149,79,11771,26,18
137,89,12193,29,20
97,127,12319,32,23
73,173,12629,35,24
191,67,12797,33,22
127,101,12827,32,23
101,127,12827,32,23
79,163,12877,34,23
89,149,13261,34,23
139,97,13483,32,22
131,103,13493,34,23
83,163,13529,36,25
127,107,13589,33,23
101,139,14039,32,22
127,113,14351,32,23
109,137,14933,34,23
101,149,15049,35,24
113,137,15481,35,24
127,127,16129,31,21
173,97,16781,38,27
139,127,17653,37,26
89,199,17711,34,24
137,131,17947,22,17
97,191,18527,36,26
193,97,18721,37,26
149,127,18923,34,24
191,103,19673,39,28
223,89,19847,36,26
149,137,20413,28,20
107,191,20437,37,26
113,181,20453,35,24
157,131,20567,32,23
149,139,20711,31,22
131,167,21877,33,23
149,149,22201,34,24
211,107,22577,38,27
149,157,23393,34,24
149,163,24287,32,23
137,179,24523,32,23
193,131,25283,37,26
163,157,25591,36,25
157,167,26219,35,24
157,173,27161,40,28
131,211,27641,39,27
179,157,28103,36,25
149,191,28459,35,24
149,193,28757,39,27
149,211,31439,37,26
163,193,31459,36,25
229,149,34121,42,30
211,163,34393,42,30
157,233,36581,40,28
211,181,38191,38,27
197,223,43931,40,29
257,181,46517,37,26
251,241,60491,36,25
