p,q,m,unknowns,carry_bits
499,673,335827,52,38
1061,317,336337,51,37
919,397,364843,51,37
967,397,383899,52,38
719,541,388979,47,34
877,449,393773,53,38
521,809,421489,54,38
607,877,532339,55,40
587,929,545323,54,39
673,827,556571,55,40
541,1039,562099,41,31
1039,569,591191,47,35
541,1171,633511,46,34
541,1231,665971,51,37
769,877,674413,54,38
1171,607,710797,54,39
787,919,723253,57,41
1151,727,836777,58,41
1259,691,869969,60,43
733,1201,880333,59,42
1429,617,881693,59,42
839,1087,911993,58,41
757,1229,930353,59,42
1181,971,1146751,59,43
1579,739,1166881,61,44
853,1423,1213819,58,42
997,1361,1356917,58,41
1447,1013,1465811,60,44
647,2309,1493923,55,40
659,2371,1562489,58,42
853,1993,1700029,60,43
929,1867,1734443,59,43
1423,1249,1777327,59,42
2011,919,1848109,61,44
1289,1499,1932211,59,42
1399,1399,1957201,63,45
1637,1249,2044613,62,44
1471,1423,2093233,62,44
983,2179,2141957,66,48
1747,1229,2147063,63,46
1709,1367,2336203,63,46
1277,1973,2519521,66,48
1259,2087,2627533,62,45
907,2953,2678371,63,46
1087,2767,3007729,62,45
1423,2137,3040951,59,43
2411,1381,3329591,63,45
1061,3229,3425969,67,48
1759,2053,3611227,64,46
1663,2633,4378679,66,48
2437,1823,4442651,67,49
3299,1471,4852829,69,50
1777,2749,4884973,68,49
2347,2377,5578819,64,47
1823,3119,5685937,67,48
3163,2203,6968089,72,52
2683,2833,7600939,68,49
2879,2647,7620713,70,50
4349,1777,7728173,69,49
2039,3847,7844033,67,48
2879,2833,8156207,67,48
3571,2447,8738237,72,52
2999,2969,8904031,71,52
4463,2179,9724877,65,48
3181,3191,10150571,71,52
4721,2161,10202081,65,48
2903,3967,11516201,71,51
3659,3163,11573417,74,54
2521,4657,11740297,71,52
6101,1973,12037273,72,52
6421,1913,12283373,73,53
2633,4861,12799013,74,53
5347,2423,12955781,75,54
6547,2081,13624307,71,51
5639,2503,14114417,75,54
3761,3929,14776969,75,55
6863,2237,15352531,72,52
3491,4409,15391819,72,52
4861,3433,16687813,74,53
5179,3449,17862371,75,55
3251,5669,18429919,75,55
2521,8123,20478083,75,55
5323,3989,21233447,75,55
4831,4861,23483491,71,52
7927,3121,24740167,73,53
8689,2857,24824473,75,55
3907,6397,24993079,72,52
4349,5923,25759127,78,57
4507,6029,27172703,76,55
7103,4111,29200433,78,56
5297,5737,30388889,80,58
8501,3631,30867131,75,54
6899,4493,30997207,76,55
7529,4217,31749793,79,57
4987,8287,41327269,73,54
9787,4621,45225727,76,56
6971,6653,46378063,81,60
7411,6373,47230303,78,57
8093,6079,49197347,79,58
6053,8563,51831839,82,60
4297,12097,51980809,85,62
7603,7283,55372649,83,61
9257,7759,71825063,83,61
8243,9257,76305451,75,56
8377,9109,76306093,77,57
8999,8747,78714253,79,59
7649,10711,81928439,83,61
10007,8363,83688541,78,58
12037,7103,85498811,84,62
6823,12553,85649119,85,63
7541,11587,87377567,83,61
10771,8363,90077873,83,61
11197,8111,90818867,82,60
9433,10007,94396031,80,59
9907,10009,99159163,82,61
13417,7393,99191881,86,63
14983,8761,131266063,85,62
12473,10691,133348843,85,62
12323,11047,136132181,92,68
13441,11239,151063399,90,67
9239,16729,154559231,83,63
12983,11939,155004037,93,69
18143,8941,162216563,81,61
13001,14447,187825447,88,65
20249,9521,192790729,90,67
10831,19489,211085359,91,67
11959,17713,211829767,93,69
14033,15259,214129547,88,65
16729,12829,214616341,94,69
22229,10429,231826241,95,70
12107,21851,264550057,92,67
16417,16183,265676311,91,67
16673,15959,266084407,92,68
20681,14593,301797833,97,72
17551,17573,308423723,87,66
16057,19841,318586937,97,72
20897,16249,339555353,98,73
35447,10243,363083621,94,70
18911,19927,376839497,95,71
18719,20201,378142519,91,68
18859,20849,393191291,90,67
14173,28319,401365187,92,68
17737,24223,429643351,95,70
20357,21881,445431517,100,74
29947,15013,449594311,96,72
16381,30539,500259359,91,67
15727,32561,512086847,89,65
33427,15679,524101933,99,73
26119,20549,536719331,97,72
35533,16057,570553381,101,75
26261,22073,579659053,103,77
22063,26293,580102459,100,75
21001,27847,584814847,98,73
20143,30341,611158763,101,76
18367,33311,611823137,95,72
25087,26111,655046657,101,75
28807,23227,669100189,103,77
21557,31337,675531709,102,76
33301,22189,738915889,100,75
21929,34171,749335859,97,73
28979,27329,791967091,97,72
21419,41941,898334279,103,77
32077,30497,978252269,101,75
33287,31219,1039186853,104,77
28837,37717,1087645129,109,82
33247,35671,1185953737,96,74
33151,36373,1205801323,91,70
39551,33457,1323257807,98,75
41947,31769,1332614243,103,77
46477,34253,1591976681,106,80
45971,35507,1632292297,111,83
45197,37897,1712830709,108,80
64451,29527,1903044677,108,81
37307,53381,1991484967,107,80
37781,53923,2037264863,107,80
41161,49993,2057761873,111,83
78049,26759,2088513191,106,79
62347,34703,2163627941,112,84
44483,49537,2203554371,111,84
52201,42257,2205857657,112,84
64483,34231,2207317573,113,85
51749,45053,2331447697,114,86
45817,51263,2348716871,110,83
53569,46523,2492190587,109,82
46549,55291,2573740759,111,84
49429,53117,2625520193,113,85
74873,36709,2748512957,108,81
44351,66107,2931911557,111,84
70157,41879,2938105003,107,81
88069,39103,3443762107,112,84
54059,69821,3774453439,111,83
45191,95581,4319400971,115,87
69313,67073,4649030849,106,82
84499,55511,4690623989,116,87
60209,79349,4777523941,116,87
86209,58151,5013139559,114,86
44159,116707,5153664413,119,90
81509,65699,5355059791,107,82
72109,76283,5500690847,114,87
56333,110359,6216853547,116,88
143687,47857,6876428759,117,88
83497,83869,7002809893,119,89
129757,55579,7211764303,115,87
98387,76801,7556219987,118,89
91229,85661,7814767369,121,91
73597,107377,7902625069,118,88
80207,107981,8660832067,121,92
108457,83591,9066029087,120,91
140249,67121,9413653129,111,86
75239,125231,9422255209,122,92
102811,93047,9566255117,121,91
119993,79777,9572681561,124,94
113717,85607,9734971219,120,91
95773,103529,9915282917,121,91
157951,70621,11154657571,116,88
115237,98179,11313853423,120,91
140627,85667,12047093209,122,93
90401,149767,13539086567,120,90
118873,120661,14343335053,122,92
111253,134989,15017931217,125,94
68863,218641,15056275183,122,92
129491,118493,15343777063,116,87
174289,98561,17178098129,124,93
121931,144577,17628418187,126,96
159667,113489,18120448163,124,94
132283,140863,18633780229,115,89
85931,220709,18965745079,124,94
156511,122557,19181518627,123,93
103171,187111,19304428981,126,95
111227,199873,22231274171,122,92
96959,238313,23106590167,122,92
193789,125131,24249011359,123,93
216551,133631,28937926681,130,98
89057,332393,29601923401,131,99
106619,282797,30151533343,129,98
158029,198899,31431810071,127,96
219931,158489,34856644259,130,99
322319,114941,37047668179,132,101
307903,125497,38640902791,131,100
376039,106627,40095910453,131,99
278479,159097,44305173463,129,99
149333,296929,44341298357,130,99
202357,242057,48981928349,130,98
249181,199559,49726311179,131,100
268153,192847,51712501591,134,102
248231,216107,53644456717,132,100
171329,319687,54771654023,132,100
374729,163643,61321777747,132,100
279637,245621,68684719577,135,102
314399,231821,72884290579,136,104
460337,164267,75618177979,133,101
380867,225067,85720593089,137,104
291559,301979,88044695261,135,103
548059,161221,88358620039,133,102
261101,353681,92346462781,134,101
443407,221047,98013787129,135,102
316037,334319,105657173803,138,105
383023,293767,112519517641,140,106
245911,474737,116743050407,135,103
227363,531229,120781819127,137,104
317321,450487,142948985327,140,107
364073,397673,144782002129,144,110
554569,264463,146662981447,127,99
255839,575593,147259137527,140,107
374981,402581,150960225961,142,108
495149,307859,152436075991,141,108
423209,366259,155004105131,139,106
484283,324239,157023435637,141,107
298043,529577,157836717811,132,102
313879,523717,164383768243,139,106
437401,400457,175160292257,143,109
348053,518509,180468612977,143,109
398339,464587,185063120993,140,106
337627,552787,186635816449,141,108
336823,624917,210486418691,143,109
285377,751123,214353228371,143,109
347329,642581,223187016149,143,108
520607,497323,258909835061,143,109
527623,507049,267530714527,142,108
874651,317227,277462912777,150,115
394123,762061,300345767503,145,111
442919,679487,300957702553,148,113
578819,533213,308633815447,133,104
780253,397433,310098290549,148,113
436439,740849,323335396711,144,110
512641,643639,329955740599,146,112
538739,639589,344571538271,143,110
837257,474647,397401523279,146,112
726559,595949,432992109491,147,112
626683,697601,437174687483,145,110
781217,564617,441088398889,149,113
792871,620051,491620456421,149,113
610739,891677,544581919303,147,112
645833,916939,592189465187,151,116
613957,971111,596220396227,152,117
1074061,558067,599398000087,139,109
872999,759431,662982503569,154,118
1121987,591937,664145618819,144,112
764261,1026331,784384756391,148,113
1185113,694189,822692408357,150,115
984817,1035241,1019522935897,151,115
1547477,669077,1035381268729,155,118
963601,1168319,1125793356719,154,118
1436999,816539,1173365726461,156,119
871477,1349317,1175898731209,159,122
1372027,870433,1194257577691,156,120
915353,1427329,1306509882137,158,121
1207597,1150301,1389100036697,155,119
1051979,1347013,1417029388727,152,117
1563077,943231,1474342681787,155,119
1203283,1243271,1496006858693,155,119
1436593,1070309,1537598417237,156,120
1568729,986533,1547602926557,154,117
842249,1839853,1549614349397,155,118
1402201,1335941,1873257806141,157,119
1695527,1405127,2382430766929,164,126
1706459,1424881,2431501006379,158,121
1562611,1818277,2841259641247,159,122
2144609,1362787,2922645265283,157,121
1474171,2170657,3199919600347,158,122
2108159,1614787,3404227747133,164,125
1764683,2273041,4011196811003,161,123
1633679,2486387,4061958227773,164,125
2397713,1773059,4251286614067,161,123
2336783,2251279,5260750495457,159,123
2370037,2253473,5340814388501,160,124
2305627,2335679,5385204565733,159,123
