p,q,m,unknowns,carry_bits
1249,1657,2069593,63,45
1607,1597,2566379,62,45
1699,1657,2815243,64,47
1847,1657,3060479,63,46
1193,2647,3157871,64,46
3391,1009,3421519,64,47
1913,1823,3487399,62,45
2081,1777,3697937,68,49
1559,2411,3758749,67,48
1499,2579,3865921,67,48
3167,1259,3987253,66,47
2437,1811,4413407,67,49
2309,1987,4587983,67,49
1511,3299,4984789,70,51
1399,3593,5026607,67,49
2339,2371,5545769,66,48
1811,3083,5583313,71,52
3001,1979,5938979,64,46
3037,2063,6265331,63,46
1481,4621,6843701,70,50
2459,2819,6931921,72,52
1987,3517,6988279,66,48
2963,2999,8886037,73,53
4013,2339,9386407,70,51
1879,5333,10020707,71,52
3803,3313,12599339,71,52
3499,3643,12746857,74,54
3659,4001,14639659,70,51
4721,3181,15017501,75,54
4937,3067,15141779,73,53
2953,6079,17951287,75,55
4793,4013,19234309,78,57
4363,4441,19376083,68,51
5003,3877,19396631,76,56
4861,4073,19798853,77,56
3719,5623,20911937,78,57
4001,5261,21049261,77,56
4931,4993,24620483,73,54
6569,4441,29172929,80,58
5039,5821,29332019,75,54
5711,5323,30399653,78,56
4759,6473,30805007,77,56
4987,6257,31203659,77,56
3779,8849,33440371,75,54
4621,7433,34347893,81,59
3251,10651,34626401,81,59
7507,4967,37287269,80,58
5189,7193,37324477,81,59
8501,5147,43754647,77,57
4691,9491,44522281,79,58
6599,7019,46318381,82,60
7297,7177,52370569,82,60
12569,4357,54763133,83,60
4253,13381,56909393,84,61
9187,6263,57538181,82,59
8231,7159,58925729,84,61
6947,8719,60570893,83,60
10091,6389,64471399,82,60
6197,11093,68743321,87,64
13697,5087,69676639,84,62
12577,6229,78342133,85,62
11329,7207,81648103,84,62
10223,8563,87539549,84,62
8467,10949,92705183,82,61
10369,11047,114546343,84,61
9719,11909,115743571,86,63
8311,14419,119836309,90,66
14557,8521,124040197,88,64
11251,12547,141166297,93,69
21911,7079,155107969,93,69
20789,7883,163879687,89,66
8161,20219,165007259,89,66
24359,7019,170975821,91,67
8597,20407,175438979,86,64
9949,19571,194711879,87,65
21023,11213,235730899,91,67
14557,16411,238894927,92,68
12119,19961,241907359,92,68
12373,19661,243265553,94,69
12611,19421,244918231,92,68
19207,13597,261157579,90,66
15241,17257,263013937,94,69
12227,25349,309942223,95,71
12457,26249,326983793,98,73
19121,17863,341558423,93,70
31517,13001,409752517,97,72
24103,17569,423465607,96,71
22277,19973,444938521,100,74
21701,22247,482782147,98,73
15971,32467,518530457,96,71
20507,25847,530044429,97,71
20507,26693,547393351,102,77
25013,26029,651063377,103,77
19753,35969,710495657,101,76
21499,33457,719292043,98,74
23957,31793,761664901,99,73
34457,23497,809636129,105,78
36341,23279,845982139,101,75
30803,27941,860666623,99,74
21269,43691,929263879,102,76
29717,31751,943544467,100,75
49363,19373,956309399,103,77
51853,18661,967628833,104,77
20183,51217,1033712711,102,76
48563,21599,1048912237,103,76
25121,45943,1154134103,106,80
32413,41843,1356257159,105,79
35353,38393,1357307729,106,80
50647,28697,1453416959,103,77
37171,43777,1627234867,107,80
32569,50497,1644636793,107,80
33679,50683,1706952757,108,80
41443,46819,1940319817,112,84
51283,41579,2132295857,109,81
58567,38219,2238372173,111,83
60539,37097,2245815283,109,82
39679,56821,2254600459,110,83
46901,51563,2418356263,110,83
41719,64081,2673395239,109,82
52121,54419,2836372699,110,83
45053,71191,3207368123,108,82
51203,63997,3276838391,110,83
45587,76519,3488271653,114,85
54401,64997,3535901797,112,84
77137,45971,3546065027,113,85
61949,61223,3792703627,111,84
87613,44819,3926727047,112,84
82549,56477,4662119873,120,91
103217,49199,5078173183,115,87
83609,61231,5119462679,117,89
80909,66889,5411922101,115,87
100183,59659,5976817597,116,87
72461,85619,6204038359,113,86
76883,85793,6596023219,116,87
94121,75659,7121100739,117,88
50849,146977,7473633473,119,89
73141,107171,7838594111,115,86
98909,80527,7964845043,116,87
98711,81281,8023328791,117,88
97367,92219,8979087373,122,92
103997,90821,9445111537,121,91
85751,111487,9560121737,124,94
85009,113819,9675639371,121,92
164881,59971,9888078451,119,90
95947,104369,10013892443,120,91
79031,128449,10151452919,120,91
121487,85331,10366607197,122,92
149519,87251,13045682269,125,94
94819,141761,13441636259,121,91
134699,121909,16421020391,122,92
100741,169111,17036411251,121,91
149899,120473,18058782227,125,95
194609,96581,18795531829,126,95
91673,206897,18966868681,128,97
129707,149269,19361234183,126,96
92717,215503,19980791651,124,94
171161,116989,20023954229,127,96
115057,181549,20888483293,128,97
150649,142939,21533617411,123,94
155443,159589,24806992927,123,94
169003,148579,25110296737,124,94
89501,301487,26983387987,127,96
239611,118739,28451170529,128,97
159521,198571,31676244491,128,97
328511,119611,39293529221,134,102
209717,188653,39563741201,135,103
193423,209581,40537785763,130,99
128273,328379,42122159467,129,98
272351,179357,48848058307,127,97
127321,390479,49716176759,131,100
292223,183451,53608601573,133,100
226991,243553,55284339023,130,99
159833,362203,57891992099,132,100
160367,364027,58377917909,133,100
315127,191413,60319404451,131,99
251467,239957,60341266919,130,99
189851,328543,62374217093,134,101
324673,286249,92937321577,134,102
289837,383261,111083218457,141,107
385709,297151,114613815059,138,105
394481,298723,117840547763,136,103
397951,297967,118576265617,139,105
312727,388519,121500381313,141,107
217619,591259,128669192321,140,106
382253,349291,133517532623,136,103
218069,627593,136858577917,139,105
421049,342281,144117072769,143,109
391613,376577,147472448701,141,107
690839,224027,154766588653,142,108
457229,351587,160755772423,141,108
780799,238657,186343146943,137,104
431399,453949,195833144651,139,106
325319,633559,206108780321,140,107
282767,738457,208811270519,142,108
431881,641549,277072823669,148,113
578777,485101,280765301477,147,112
471871,615767,290562590057,147,112
712007,443837,316015050859,146,112
736243,433049,318829294907,144,110
672283,494441,332404278803,146,112
753773,473861,357183627553,146,111
457757,849061,388663616177,145,110
657403,664271,436693748213,148,112
582509,751237,437602313633,150,114
535727,862231,461920426937,149,113
794111,592463,470481385393,148,112
907019,545827,495075459713,152,116
660851,767147,506969862097,150,114
831643,664507,552632595001,152,116
728267,765931,557802271577,153,117
613337,932513,571944725881,152,116
495557,1166663,578148016291,149,114
893821,770417,688614893357,153,117
767597,916999,703885681403,151,116
779657,1043981,813947094517,150,114
1005391,810653,815023230323,148,113
706603,1263751,892970247853,154,117
1046257,865301,905327228357,152,116
974053,961447,936500334691,149,114
1378019,741781,1022188311839,151,115
1354637,826979,1120256351623,155,119
1064243,1154581,1228754747183,142,111
1073113,1167763,1253141656219,148,115
915353,1384561,1267362065033,159,122
1504571,889069,1337667434399,155,119
850781,1657889,1410500461309,155,118
1655089,869173,1438558671397,153,116
1453919,1106939,1609399643941,154,118
2073563,783553,1624746509339,154,118
1986797,954253,1895906997641,158,121
1181581,1711427,2022189626087,156,119
1379321,1612903,2224710978863,160,123
1497659,1556473,2331065796707,159,122
1577341,1515109,2389843545169,164,126
1704487,1553701,2648263156387,161,124
1036109,2786633,2887255530997,161,123
2737871,1055959,2891079523289,161,124
2743501,1095979,3006819482479,157,121
993103,3196789,3174740746267,161,124
1154651,2775697,3204961316747,159,123
2121989,1656073,3514168689197,164,125
1745729,2051219,3580872493651,161,124
1601953,2269601,3635794130753,166,127
2686787,1363837,3664339521719,162,124
2129329,1799591,3831921304439,162,124
2858209,1417523,4051576996307,162,124
2178571,1899187,4137513721777,164,125
1642513,2599321,4269418533673,164,125
2618387,2215931,5802164923297,165,127
2607929,2375761,6195816008969,166,128
2454941,2528411,6207099828751,163,126
4820533,1329437,6408594929921,166,128
2011657,3192599,6422414126543,166,128
2930153,2242211,6570021288283,162,125
3423517,2090567,7157091664139,166,128
2883893,2504629,7223082040697,169,129
3565687,2151817,7672705903279,167,128
3677357,2107529,7750136520853,171,131
3608569,2758711,9954998994559,170,131
3612233,2874211,10382319823163,170,131
3565543,3001727,10702786692761,174,134
3011399,4418243,13305092551957,174,133
3232961,4389919,14192436920159,172,132
2235161,6416611,14342158659371,172,132
4338563,3327931,14438438303153,174,133
3838381,3856793,14803840972133,170,130
2804749,5325953,14937961350797,175,134
4818899,3401831,16393080004069,173,132
4094837,4807001,19683885553837,175,134
3834577,5281897,20253840752569,177,136
6655577,3195691,21269167518707,175,135
3881173,5767381,22384203417913,178,137
4594511,5315719,24423129418409,175,135
7873897,3274681,25784500901857,177,136
4185641,6778439,28372112194399,174,134
5131367,5713963,29320441177421,180,138
3280793,8973311,29439575915623,176,135
5391961,6273821,33828198152981,180,138
4133069,8232179,34024163827351,171,131
6033931,5957027,35944289883137,184,142
5322127,7674869,40846627526363,179,138
8859373,4762231,42190380741163,171,133
10389923,4317913,44862783590699,176,136
7724099,6028619,46565649989281,183,141
8064757,5814077,46889118184289,183,141
6001063,8004697,48036690992911,178,137
6824891,7133957,48688478923687,181,140
10584839,4610443,48800796873677,180,139
4339123,12399251,53801875196873,186,143
5522707,9899497,54672021378379,183,141
12623053,5230279,66022089021787,183,141
13733077,5232959,71864628884843,184,142
7892219,10579273,83493939376787,184,142
5948581,14100503,83877984236243,186,144
10268933,8414293,86405811059369,180,140
6958277,13451381,93598435030537,189,146
8094997,12893339,104371540524983,181,139
8202367,14092363,115590733223221,187,144
8572621,15037643,128912014172303,187,144
14704637,8825171,129770936017927,188,145
9743267,17250397,168075223826999,182,142
13848427,12501941,173132217296807,190,147
10259897,17788093,182504002006421,190,147
18523361,10912543,202136973417023,186,144
9582691,21117487,202362352617517,190,147
13600073,15429901,209847779982773,188,144
15227951,15014677,228642765636827,191,148
14544011,17669909,256991350864999,190,146
23618561,11080061,261695096612221,194,149
28407671,9802019,278452530887749,194,149
22573129,12365113,279119290848577,194,149
14324641,21021043,301118894420563,195,151
16887961,19958443,337057407004723,187,146
21096547,16464989,347354414292983,194,150
26273167,14828237,389584747016579,195,151
25294987,15846109,400827121155583,192,148
18001427,25917011,466543181574697,200,154
20532569,22931039,470833140509191,198,153
18228863,26095163,475685151289669,198,152
25101589,19825909,497661819269401,201,155
24902693,19991161,497833745096573,199,153
21967987,24028181,527850767841647,197,152
17992223,29593937,532460713951951,199,154
29051629,19315459,561145548832711,197,152
29098309,22515547,655164343910023,200,155
25590767,26378993,675058663557631,200,155
30152809,26576167,801346087503103,198,153
30438997,27112543,825278615039371,202,157
35663123,26605853,948847808058919,201,155
32590637,31463387,1025411824507519,200,155
