p,q,m,unknowns,carry_bits
371027,389743,144605176061,141,107
364411,433967,158142348437,142,108
327419,485977,159118103363,140,107
482803,335273,161870810219,140,107
394523,426193,168142940939,140,107
712837,256873,183108578701,143,109
465373,502429,233816891017,144,110
518299,534799,277185786901,148,113
640847,437497,280368639959,146,112
512767,552217,283158654439,145,111
378629,749339,283721476231,145,111
751291,394327,296254326157,149,114
750599,401279,301199616121,148,113
495037,622067,307946181479,144,110
428731,782581,335516734711,143,109
594793,647687,385239693791,143,110
408787,1053809,430783419683,145,110
700871,636071,445803717841,150,114
680203,674057,458495593571,148,113
735107,695257,511088287499,146,111
1183277,457001,540758772277,149,113
753677,795941,599882425057,153,117
822161,764989,628944121229,153,117
652063,1043683,680547068029,152,116
500887,1369943,686186639441,153,117
465523,1498121,697409782283,152,117
917039,776801,712356812239,147,112
760063,970111,737345476993,153,117
929557,797143,740989855651,148,113
724021,1070287,774910264027,149,115
1054381,771763,813732243703,147,113
881207,1027841,905740684087,151,116
841541,1096141,922447593281,156,119
981887,1005131,986925062197,147,111
866639,1144349,991737473011,153,117
1580849,671681,1061826237169,154,117
1033099,1094683,1130915912617,158,121
884069,1439359,1272492671771,156,120
1244909,1068677,1330405615393,151,117
1116053,1575989,1758887251417,161,123
1222373,1729187,2113711500751,158,121
1783493,1205027,2149157219311,156,119
1649489,1345207,2218904149223,159,122
1368727,1749673,2394824676271,160,123
1186931,2131399,2529823546469,154,119
2331061,1136063,2648232152843,154,120
1390111,1979941,2752337763451,160,123
1772711,1652993,2930278874023,160,123
1795181,1658893,2978013194633,162,124
1574647,1947359,3066403007273,163,125
2021321,1769881,3577497632801,163,125
2423411,1552757,3762968394127,162,124
2369707,1614659,3826268734913,165,126
2011409,2211439,4448108307551,167,129
2917001,1543309,4501833896309,167,128
2560973,1781531,4562452789663,164,126
1807607,2776129,5018150213303,164,126
1738039,2892367,5027046648313,168,129
2105641,2425613,5107470182933,161,125
2009167,2550967,5125318714489,167,128
2759711,1980169,5464694171159,165,127
3442799,1968539,6777284100661,166,127
3419917,2047651,7002796464967,165,127
2694973,2926657,7887261595261,169,129
3360257,2602043,8743533205051,165,126
2351693,4100051,9642061236343,169,130
2066893,5351881,11061765375733,172,132
5298833,2707319,14345631258727,172,132
3547459,4240289,15042251375651,172,132
3951247,3844409,15190209528023,170,131
4203349,3734219,15696225699431,173,133
3589847,4878791,17514113234977,173,132
3910169,4547737,17782420237553,179,138
4938761,4100849,20253113108089,178,137
3364301,6602303,22212134585203,175,135
3667823,6120197,22447799321131,176,136
4906241,4699339,23056089674699,173,134
4247549,6144211,26097837288839,174,135
4940431,5306341,26215611572971,172,133
4687099,5692007,26679000317693,178,136
8774989,3359843,29482585366727,179,138
4145567,7234723,29992028922941,177,136
5255357,6362171,33435479900047,178,137
5295943,7039321,37279842774703,179,138
8207909,4747381,38966071236329,182,140
10227979,4143833,42383036903507,181,140
8523091,5300453,45176243260223,177,137
5283851,9033389,47731081501039,177,137
6816829,7188889,49005427012981,182,140
11375803,4597063,52295283066589,180,139
8659457,6160927,53350282436639,183,141
9851033,6015083,59254781130739,181,139
5501647,10946449,60223498301503,180,138
5581129,11174671,62367280383559,184,142
10603547,6879661,72948808757567,184,142
7126979,10536223,75091440060317,189,146
7760387,10161209,78854914227883,183,141
13978949,5833813,81550574402537,187,144
9975709,8284033,82639102554397,187,144
9273821,9252931,85810025819351,178,139
12167063,7115737,86577620370431,184,142
15631061,7025243,109812001872823,183,141
7799723,14481503,112951712023669,187,144
9409963,12547603,118072479968689,191,147
17078197,7411423,126573742044331,186,143
11492477,13063411,150130950459047,190,147
20588069,7787239,160324213851491,191,148
19126223,8869837,169646480435651,184,144
10221149,16836311,172086443341339,183,143
15425339,11581043,178641514248577,193,149
8612581,21982843,189329015947783,188,146
11230031,20474249,229926450971719,193,149
15745207,15176641,238959354109687,190,147
13063147,18522139,241957424511433,195,150
21229319,11532839,244834318106641,196,151
17949587,13841467,248448616124129,195,150
15129493,18639839,282011313671627,196,152
16950919,16687019,282860307420461,197,152
23709677,12883267,305458099274759,196,152
17850149,17363419,309939616299431,181,142
11323919,27395089,310219768833791,195,151
17034529,18523243,315534720057547,183,144
21176711,18580319,393470045750809,197,153
20656919,19383887,400411383664153,196,152
27329173,14910881,407502046431413,197,152
21790973,18999763,414023322539399,193,150
15684947,31672919,496788055850293,196,151
22898497,21848143,500289636941071,198,153
25188307,22772731,573606539656417,202,156
29386813,20673797,607537006438961,204,158
19929121,31179719,621384392696999,199,154
35920259,18821351,676067802649909,193,150
22212097,32826581,729147201350357,200,154
33749789,23397841,789672196805549,199,154
22579967,39684451,896073593993117,203,156
24275399,37364363,907034820205837,203,156
44406581,23252309,1032555543045529,206,159
33328769,31168031,1038792105383839,197,152
20780857,50920109,1058163503553413,204,157
42554147,25906319,1102421306954893,204,157
22479563,66130111,1486575996421493,208,161
40761713,36992399,1507873551219487,203,158
58261237,27167677,1582822468436449,209,162
29177513,56630953,1652350367359889,209,162
33351239,63379163,2113773612832957,206,159
62672321,34316977,2150724598293617,211,163
31237889,71386031,2229948912528559,207,160
53740789,48274301,2594299024163489,213,165
37695881,69349691,2614197699322771,203,159
35455391,74606381,2645198409449971,202,158
43723843,63511753,2776977916826779,209,162
88038539,31920569,2810240258808691,208,161
33499957,84559591,2832742662437587,211,164
34433471,115636739,3981774298891069,214,165
99925993,45566071,4553234891783503,215,167
53852527,87280577,4700279629468079,214,166
85567789,61596133,5270644911759937,218,169
80659219,69691637,5621273011251503,208,163
92307781,70504919,6508152622474739,212,165
66358349,103696727,6881143600423723,216,168
123516749,56946761,7033878784799989,215,166
113905271,66502663,7575003851236673,218,169
61696561,124690043,7692946844042123,217,169
99657251,77937709,7767057828177959,217,168
101213401,77264591,7820212031983991,216,167
76892897,107102843,8235447875206171,216,167
151301641,54536077,8251397943802357,218,168
78788249,113654111,8954608397341639,217,168
109183111,103288711,11277382798159921,223,173
70146691,170996107,11994811079931937,219,170
123861469,98316649,12177644572297381,219,169
101935321,135744907,13837200669160147,223,173
123827329,135218519,16743748039105751,221,171
130191601,129997193,16924542682175993,223,173
174400607,107283353,18710281884195271,225,175
128332543,148631831,19074300842976233,228,177
148381537,144970669,21510970686138253,221,173
193743959,112187827,21735713754587093,228,177
113466487,194275903,22043804222162761,229,178
221668393,145759529,32310280557866897,231,179
96569983,347904511,33597132712893313,229,177
166313221,208618409,34695999560685389,230,178
206434799,171256931,35353390128341869,229,177
142926961,267175681,38186608138435441,231,179
195943907,206408171,40444423462464097,233,181
205598483,197286959,40561899486083197,231,179
228265837,186735481,42625330868062597,232,180
190991611,258936697,49454736907048867,227,176
214429447,244580381,52445235844879307,232,181
263474971,298484057,78643078262037347,237,185
307697521,285753539,87925655567276819,229,180
