p,q,m,unknowns,carry_bits
401,547,219347,49,35
367,613,224971,48,34
683,331,226073,51,36
431,557,240067,48,34
431,607,261617,50,35
487,541,263467,51,37
587,449,263563,52,38
509,521,265189,53,38
433,631,273223,51,37
383,719,275377,53,38
457,607,277399,51,37
523,541,282943,37,28
953,307,292571,51,37
643,479,307997,53,38
701,457,320357,52,37
541,601,325141,45,33
853,389,331817,54,39
1039,331,343909,49,35
1087,317,344579,48,35
631,569,359039,47,34
521,709,369389,49,35
631,587,370397,50,36
1063,349,370987,47,34
439,853,374467,49,35
557,683,380431,48,35
631,613,386803,47,34
479,809,387511,48,34
461,859,395999,52,38
479,853,408587,51,37
769,577,443713,55,39
613,733,449329,54,38
563,809,455467,51,36
389,1213,471857,55,39
727,659,479093,53,37
419,1193,499867,53,38
1087,479,520673,54,38
593,907,537851,55,40
701,773,541873,57,41
1367,397,542699,54,39
613,967,592771,56,41
907,673,610411,54,39
701,929,651229,57,41
557,1181,657817,55,40
653,1031,673243,52,38
769,883,679027,52,37
631,1087,685897,55,40
883,811,716113,56,40
653,1151,751603,51,37
673,1151,774623,52,38
907,907,822649,58,42
757,1117,845569,59,42
1637,541,885617,58,41
809,1171,947339,57,41
839,1163,975757,58,41
1117,877,979609,59,42
907,1087,985909,58,41
1031,1013,1044403,55,39
1657,631,1045567,55,39
1291,823,1062493,62,45
1087,991,1077217,62,45
947,1171,1108937,62,45
1499,751,1125749,61,44
659,1811,1193449,62,45
1693,709,1200337,63,46
1627,751,1221877,60,43
1187,1049,1245163,50,37
997,1277,1273169,63,46
709,1811,1283999,59,43
1361,947,1288867,58,42
1103,1249,1377647,55,40
1361,1019,1386859,59,43
1237,1129,1396573,58,42
1423,1069,1521187,55,40
977,1567,1530959,60,44
1801,853,1536253,61,44
1181,1307,1543567,56,41
997,1559,1554323,57,41
1151,1361,1566511,55,40
1163,1367,1589821,62,44
1223,1307,1598461,62,44
1499,1069,1602431,60,43
1531,1061,1624391,61,44
1483,1117,1656511,59,42
1289,1361,1754329,64,46
1123,1607,1804661,61,43
1531,1187,1817297,63,45
1889,983,1856887,59,43
1543,1277,1970411,60,43
2237,907,2028959,61,44
1487,1373,2041651,59,42
2281,929,2119049,67,49
2137,1019,2177603,63,46
1399,1657,2318143,62,45
1777,1319,2343863,62,45
1709,1381,2360129,67,49
2011,1229,2471519,63,46
1583,1597,2528051,63,46
1847,1381,2550707,63,46
967,2647,2559649,65,47
1471,1741,2561011,62,45
1277,2053,2621681,62,45
1091,2531,2761321,62,45
1657,1693,2805301,65,47
983,2879,2830057,63,45
1249,2309,2883941,61,44
1549,1901,2944649,67,49
1901,1559,2963659,61,44
2579,1237,3190223,65,47
1693,1931,3269183,62,45
1657,1973,3269261,65,47
2999,1123,3367877,66,47
1459,2333,3403847,64,46
1229,2833,3481757,67,48
2053,1721,3533213,67,48
1423,2531,3601613,66,47
1499,2423,3632077,66,47
2179,1709,3723911,65,47
1511,2503,3782033,68,49
1567,2423,3796841,67,48
1409,2719,3831071,64,46
1637,2437,3989369,67,48
2417,1777,4295009,70,51
1237,3491,4318367,68,50
2473,1831,4528063,67,49
3121,1471,4590991,67,49
1493,3119,4656667,67,49
2267,2129,4826443,59,44
1531,3187,4879297,70,51
2011,2473,4973203,67,49
2063,2477,5110051,58,43
1847,2791,5154977,69,50
2789,1913,5335357,69,50
2711,1979,5365069,70,51
1907,2939,5604673,71,52
1597,3709,5923273,68,49
2879,2069,5956651,63,46
3257,1871,6093847,68,50
3109,2087,6488483,68,49
4373,1597,6983681,72,52
3389,2087,7072843,69,50
3449,2053,7080797,70,50
2927,2423,7092121,71,51
2777,2633,7311841,70,50
2473,2963,7327499,68,49
1571,4861,7636631,68,49
3299,2549,8409151,71,52
3019,2789,8419991,72,53
3229,2683,8663407,70,51
2267,3833,8689411,71,52
2707,3299,8930393,75,55
4177,2161,9026497,61,46
5021,1871,9394291,70,51
2789,3433,9574637,73,53
2521,4049,10207529,74,54
3559,2903,10331777,74,54
3037,3491,10602167,71,52
2207,4831,10662017,71,52
3371,3163,10662473,75,55
3299,3491,11516809,72,52
4241,2957,12540637,70,51
2647,4861,12867067,72,52
3163,4217,13338371,72,52
3491,3967,13848797,74,54
3779,4073,15391867,71,52
3943,4987,19663741,76,55
