m,n_m,variant,reps,n_qubits,multiplier,shots,error_rate,seed,success_noisy,success_ideal,angles
15,4,reduced,5,17,hrs,256,0.01,0,0.027344,0.418454,"[2.89789623, 0.1301427, 0.80167623, 1.11702343, 4.24913786, 2.58611459, 2.94079328, 2.12215775, 1.4522496, 2.54620049]"
15,4,reduced,5,17,hrs,256,0.1,0,0.019531,0.418454,"[2.89789623, 0.1301427, 0.80167623, 1.11702343, 4.24913786, 2.58611459, 2.94079328, 2.12215775, 1.4522496, 2.54620049]"
15,4,reduced,5,17,hrs,256,-1.0,1,,0.44036,"[1.84450327, 5.72393515, 0.97887482, 2.76043518, 1.20357357, 0.58287332, 1.19651545, 1.07516027, 1.29337071, -0.66361006]"
15,4,reduced,5,17,hrs,256,0.0001,1,0.097656,0.44036,"[1.84450327, 5.72393515, 0.97887482, 2.76043518, 1.20357357, 0.58287332, 1.19651545, 1.07516027, 1.29337071, -0.66361006]"
15,4,reduced,5,17,hrs,256,0.01,1,0.007812,0.44036,"[1.84450327, 5.72393515, 0.97887482, 2.76043518, 1.20357357, 0.58287332, 1.19651545, 1.07516027, 1.29337071, -0.66361006]"
15,4,reduced,5,17,hrs,256,0.1,1,0.019531,0.44036,"[1.84450327, 5.72393515, 0.97887482, 2.76043518, 1.20357357, 0.58287332, 1.19651545, 1.07516027, 1.29337071, -0.66361006]"
15,4,reduced,5,17,hrs,256,-1.0,2,,0.35998,"[1.95527492, 2.10102245, 3.72539092, -0.28224066, 1.79783325, 2.57486928, 0.70460927, 0.0697773, 0.61010592, 2.0341777]"
15,4,reduced,5,17,hrs,256,0.0001,2,0.078125,0.35998,"[1.95527492, 2.10102245, 3.72539092, -0.28224066, 1.79783325, 2.57486928, 0.70460927, 0.0697773, 0.61010592, 2.0341777]"
15,4,reduced,5,17,hrs,256,0.01,2,0.039062,0.35998,"[1.95527492, 2.10102245, 3.72539092, -0.28224066, 1.79783325, 2.57486928, 0.70460927, 0.0697773, 0.61010592, 2.0341777]"
15,4,reduced,5,17,hrs,256,0.1,2,0.003906,0.35998,"[1.95527492, 2.10102245, 3.72539092, -0.28224066, 1.79783325, 2.57486928, 0.70460927, 0.0697773, 0.61010592, 2.0341777]"
15,4,reduced,5,17,hrs,256,-1.0,3,,0.488038,"[0.17788076, 0.66716269, 2.14011405, 2.69189902, 0.57548522, 1.11192464, 1.51756525, 0.9621502, 3.60403116, 1.21417829]"
15,4,reduced,5,17,hrs,256,0.0001,3,0.101562,0.488038,"[0.17788076, 0.66716269, 2.14011405, 2.69189902, 0.57548522, 1.11192464, 1.51756525, 0.9621502, 3.60403116, 1.21417829]"
15,4,reduced,5,17,hrs,256,0.01,3,0.03125,0.488038,"[0.17788076, 0.66716269, 2.14011405, 2.69189902, 0.57548522, 1.11192464, 1.51756525, 0.9621502, 3.60403116, 1.21417829]"
15,4,reduced,5,17,hrs,256,0.1,3,0.007812,0.488038,"[0.17788076, 0.66716269, 2.14011405, 2.69189902, 0.57548522, 1.11192464, 1.51756525, 0.9621502, 3.60403116, 1.21417829]"
15,4,reduced,5,17,hrs,256,-1.0,4,,0.447903,"[3.86143283, 2.22405907, 3.42587955, 0.64469561, 2.3543063, 2.75587995, 2.44616088, 0.51652347, 2.8220625, 1.46286799]"
15,4,reduced,5,17,hrs,256,0.0001,4,0.101562,0.447903,"[3.86143283, 2.22405907, 3.42587955, 0.64469561, 2.3543063, 2.75587995, 2.44616088, 0.51652347, 2.8220625, 1.46286799]"
15,4,reduced,5,17,hrs,256,0.01,4,0.011719,0.447903,"[3.86143283, 2.22405907, 3.42587955, 0.64469561, 2.3543063, 2.75587995, 2.44616088, 0.51652347, 2.8220625, 1.46286799]"
15,4,reduced,5,17,hrs,256,0.1,4,0.007812,0.447903,"[3.86143283, 2.22405907, 3.42587955, 0.64469561, 2.3543063, 2.75587995, 2.44616088, 0.51652347, 2.8220625, 1.46286799]"
